Taxon	TaxID	Fragments	PropTotal	PropNonHost
Erythrobacteraceae	335929	19	5.784609164404072e-6	0.006773618538324421
Enterobacteriaceae	543	19	5.784609164404072e-6	0.006773618538324421
Oxalobacteraceae	75682	19	5.784609164404072e-6	0.006773618538324421
Corynebacteriaceae	1653	16	4.8712498226560615e-6	0.00570409982174688
Intrasporangiaceae	85021	15	4.566796708740057e-6	0.0053475935828877
Iamiaceae	633392	15	4.566796708740057e-6	0.0053475935828877
Bacillaceae	186817	15	4.566796708740057e-6	0.0053475935828877
Aurantimonadaceae	255475	14	4.262343594824053e-6	0.004991087344028521
Rhodanobacteraceae	1775411	12	3.6534373669920457e-6	0.0042780748663101605
Ornithinimicrobiaceae	2805590	12	3.6534373669920457e-6	0.0042780748663101605
Rhodospirillaceae	41295	10	3.044531139160038e-6	0.0035650623885918
Sterolibacteriaceae	2008793	10	3.044531139160038e-6	0.0035650623885918
Zoogloeaceae	2008794	10	3.044531139160038e-6	0.0035650623885918
Jiangellaceae	1217100	10	3.044531139160038e-6	0.0035650623885918
Blastochloridaceae	2831090	9	2.7400780252440345e-6	0.0032085561497326204
Cellulomonadaceae	85016	9	2.7400780252440345e-6	0.0032085561497326204
Streptococcaceae	1300	9	2.7400780252440345e-6	0.0032085561497326204
Acetobacteraceae	433	8	2.4356249113280307e-6	0.00285204991087344
Thermaceae	188786	8	2.4356249113280307e-6	0.00285204991087344
Beijerinckiaceae	45404	7	2.1311717974120266e-6	0.0024955436720142605
Elioraeaceae	2690195	7	2.1311717974120266e-6	0.0024955436720142605
Yersiniaceae	1903411	7	2.1311717974120266e-6	0.0024955436720142605
Ectothiorhodospiraceae	72276	7	2.1311717974120266e-6	0.0024955436720142605
Rhodocyclaceae	75787	7	2.1311717974120266e-6	0.0024955436720142605
Gordoniaceae	85026	7	2.1311717974120266e-6	0.0024955436720142605
Thermomonosporaceae	2012	6	1.8267186834960228e-6	0.0021390374331550803
Gemmataceae	1914233	6	1.8267186834960228e-6	0.0021390374331550803
Stappiaceae	2821832	5	1.522265569580019e-6	0.0017825311942959
Chromatiaceae	1046	5	1.522265569580019e-6	0.0017825311942959
Shewanellaceae	267890	5	1.522265569580019e-6	0.0017825311942959
Geobacteraceae	213422	5	1.522265569580019e-6	0.0017825311942959
Streptosporangiaceae	2004	5	1.522265569580019e-6	0.0017825311942959
Hymenobacteraceae	1853232	5	1.522265569580019e-6	0.0017825311942959
Phycisphaeraceae	666507	5	1.522265569580019e-6	0.0017825311942959
Methylocystaceae	31993	4	1.2178124556640154e-6	0.00142602495543672
Pleomorphomonadaceae	2843308	4	1.2178124556640154e-6	0.00142602495543672
Phreatobacteraceae	2843305	4	1.2178124556640154e-6	0.00142602495543672
Maricaulaceae	2800061	4	1.2178124556640154e-6	0.00142602495543672
Marinobacteraceae	2887365	4	1.2178124556640154e-6	0.00142602495543672
Usitatibacteraceae	2803844	4	1.2178124556640154e-6	0.00142602495543672
Polyangiaceae	49	4	1.2178124556640154e-6	0.00142602495543672
Desulfovibrionaceae	194924	4	1.2178124556640154e-6	0.00142602495543672
Promicromonosporaceae	85017	4	1.2178124556640154e-6	0.00142602495543672
Actinomycetaceae	2049	4	1.2178124556640154e-6	0.00142602495543672
Rubrobacteraceae	84997	4	1.2178124556640154e-6	0.00142602495543672
Lactobacillaceae	33958	4	1.2178124556640154e-6	0.00142602495543672
Deinococcaceae	183710	4	1.2178124556640154e-6	0.00142602495543672
Prevotellaceae	171552	4	1.2178124556640154e-6	0.00142602495543672
Brucellaceae	118882	3	9.133593417480114e-7	0.0010695187165775401
Hyphomonadaceae	69657	3	9.133593417480114e-7	0.0010695187165775401
Gallionellaceae	90627	3	9.133593417480114e-7	0.0010695187165775401
Chromobacteriaceae	1499392	3	9.133593417480114e-7	0.0010695187165775401
Anaeromyxobacteraceae	1524215	3	9.133593417480114e-7	0.0010695187165775401
Geodermatophilaceae	85030	3	9.133593417480114e-7	0.0010695187165775401
Conexibacteraceae	320583	3	9.133593417480114e-7	0.0010695187165775401
Lachnospiraceae	186803	3	9.133593417480114e-7	0.0010695187165775401
Flavobacteriaceae	49546	3	9.133593417480114e-7	0.0010695187165775401
Sphingobacteriaceae	84566	3	9.133593417480114e-7	0.0010695187165775401
Isosphaeraceae	1763524	3	9.133593417480114e-7	0.0010695187165775401
Bryobacteraceae	1962910	3	9.133593417480114e-7	0.0010695187165775401
Pectobacteriaceae	1903410	2	6.089062278320077e-7	0.00071301247771836
Cellvibrionaceae	1706371	2	6.089062278320077e-7	0.00071301247771836
Microbulbiferaceae	1706373	2	6.089062278320077e-7	0.00071301247771836
Legionellaceae	444	2	6.089062278320077e-7	0.00071301247771836
Coxiellaceae	118968	2	6.089062278320077e-7	0.00071301247771836
Methylococcaceae	403	2	6.089062278320077e-7	0.00071301247771836
Aeromonadaceae	84642	2	6.089062278320077e-7	0.00071301247771836
Thiobacillaceae	2008790	2	6.089062278320077e-7	0.00071301247771836
Myxococcaceae	31	2	6.089062278320077e-7	0.00071301247771836
Archangiaceae	39	2	6.089062278320077e-7	0.00071301247771836
Sulfurospirillaceae	2932623	2	6.089062278320077e-7	0.00071301247771836
Hydrogenophilaceae	206349	2	6.089062278320077e-7	0.00071301247771836
Tsukamurellaceae	85028	2	6.089062278320077e-7	0.00071301247771836
Staphylococcaceae	90964	2	6.089062278320077e-7	0.00071301247771836
Planococcaceae	186818	2	6.089062278320077e-7	0.00071301247771836
Clostridiaceae	31979	2	6.089062278320077e-7	0.00071301247771836
Christensenellaceae	990719	2	6.089062278320077e-7	0.00071301247771836
Synechococcaceae	1890426	2	6.089062278320077e-7	0.00071301247771836
Rhodothermaceae	563843	2	6.089062278320077e-7	0.00071301247771836
Haloarculaceae	1963268	2	6.089062278320077e-7	0.00071301247771836
Halorubraceae	1963271	2	6.089062278320077e-7	0.00071301247771836
