Taxon	TaxID	Fragments	PropTotal	PropNonHost
Nakamurellaceae	85031	4	1.5097747155688232e-7	0.0007585814526834819
Actinopolysporaceae	622451	4	1.5097747155688232e-7	0.0007585814526834819
Conexibacteraceae	320583	4	1.5097747155688232e-7	0.0007585814526834819
Eggerthellaceae	1643826	4	1.5097747155688232e-7	0.0007585814526834819
Streptococcaceae	1300	4	1.5097747155688232e-7	0.0007585814526834819
Gemmataceae	1914233	4	1.5097747155688232e-7	0.0007585814526834819
Vicinamibacteraceae	2211325	4	1.5097747155688232e-7	0.0007585814526834819
Sphingosinicellaceae	2820280	3	1.1323310366766175e-7	0.0005689360895126114
Alcanivoracaceae	224372	3	1.1323310366766175e-7	0.0005689360895126114
Pectobacteriaceae	1903410	3	1.1323310366766175e-7	0.0005689360895126114
Pseudoalteromonadaceae	267888	3	1.1323310366766175e-7	0.0005689360895126114
Azonexaceae	2008795	3	1.1323310366766175e-7	0.0005689360895126114
Methylophilaceae	32011	3	1.1323310366766175e-7	0.0005689360895126114
Sulfuricellaceae	2772226	3	1.1323310366766175e-7	0.0005689360895126114
Archangiaceae	39	3	1.1323310366766175e-7	0.0005689360895126114
Kofleriaceae	224464	3	1.1323310366766175e-7	0.0005689360895126114
Bifidobacteriaceae	31953	3	1.1323310366766175e-7	0.0005689360895126114
Frankiaceae	74712	3	1.1323310366766175e-7	0.0005689360895126114
Geodermatophilaceae	85030	3	1.1323310366766175e-7	0.0005689360895126114
Egibacteraceae	1747769	3	1.1323310366766175e-7	0.0005689360895126114
Atopobiaceae	1643824	3	1.1323310366766175e-7	0.0005689360895126114
Staphylococcaceae	90964	3	1.1323310366766175e-7	0.0005689360895126114
Tepidiformaceae	2682227	3	1.1323310366766175e-7	0.0005689360895126114
Cyclobacteriaceae	563798	3	1.1323310366766175e-7	0.0005689360895126114
Planctomycetaceae	126	3	1.1323310366766175e-7	0.0005689360895126114
Isosphaeraceae	1763524	3	1.1323310366766175e-7	0.0005689360895126114
Phycisphaeraceae	666507	3	1.1323310366766175e-7	0.0005689360895126114
Nitrospiraceae	189779	3	1.1323310366766175e-7	0.0005689360895126114
Halobacteriaceae	2236	3	1.1323310366766175e-7	0.0005689360895126114
Nitrososphaeraceae	1033997	3	1.1323310366766175e-7	0.0005689360895126114
Lichenihabitantaceae	2723775	2	7.548873577844116e-8	0.00037929072634174094
Amorphaceae	2685818	2	7.548873577844116e-8	0.00037929072634174094
Beijerinckiaceae	45404	2	7.548873577844116e-8	0.00037929072634174094
Stellaceae	2844601	2	7.548873577844116e-8	0.00037929072634174094
Thalassospiraceae	2844866	2	7.548873577844116e-8	0.00037929072634174094
Hyphomonadaceae	69657	2	7.548873577844116e-8	0.00037929072634174094
Yersiniaceae	1903411	2	7.548873577844116e-8	0.00037929072634174094
Halothiobacillaceae	255526	2	7.548873577844116e-8	0.00037929072634174094
Piscirickettsiaceae	135616	2	7.548873577844116e-8	0.00037929072634174094
Cardiobacteriaceae	868	2	7.548873577844116e-8	0.00037929072634174094
Immundisolibacteraceae	1934946	2	7.548873577844116e-8	0.00037929072634174094
Thiobacillaceae	2008790	2	7.548873577844116e-8	0.00037929072634174094
Casimicrobiaceae	2705999	2	7.548873577844116e-8	0.00037929072634174094
Myxococcaceae	31	2	7.548873577844116e-8	0.00037929072634174094
Desulfuromonadaceae	213421	2	7.548873577844116e-8	0.00037929072634174094
Geobacteraceae	213422	2	7.548873577844116e-8	0.00037929072634174094
Desulfobulbaceae	213121	2	7.548873577844116e-8	0.00037929072634174094
Dermatophilaceae	85018	2	7.548873577844116e-8	0.00037929072634174094
Ruaniaceae	1331736	2	7.548873577844116e-8	0.00037929072634174094
Tsukamurellaceae	85028	2	7.548873577844116e-8	0.00037929072634174094
Glycomycetaceae	85034	2	7.548873577844116e-8	0.00037929072634174094
Euzebyaceae	908622	2	7.548873577844116e-8	0.00037929072634174094
Rubrobacteraceae	84997	2	7.548873577844116e-8	0.00037929072634174094
Clostridiales Family XVII. Incertae Sedis	539000	2	7.548873577844116e-8	0.00037929072634174094
Clostridiaceae	31979	2	7.548873577844116e-8	0.00037929072634174094
Selenomonadaceae	1843491	2	7.548873577844116e-8	0.00037929072634174094
Veillonellaceae	31977	2	7.548873577844116e-8	0.00037929072634174094
Mycoplasmataceae	2092	2	7.548873577844116e-8	0.00037929072634174094
Rikenellaceae	171550	2	7.548873577844116e-8	0.00037929072634174094
Weeksellaceae	2762318	2	7.548873577844116e-8	0.00037929072634174094
Rhodothermaceae	563843	2	7.548873577844116e-8	0.00037929072634174094
Chitinophagaceae	563835	2	7.548873577844116e-8	0.00037929072634174094
Pirellulaceae	2691357	2	7.548873577844116e-8	0.00037929072634174094
Lacipirellulaceae	2691359	2	7.548873577844116e-8	0.00037929072634174094
Aquificaceae	64898	2	7.548873577844116e-8	0.00037929072634174094
Nitrosopumilaceae	338190	2	7.548873577844116e-8	0.00037929072634174094
